Symbol	ID	Name	Synonyms	Chromosome	Category
RETN	56729	resistin	ADSF|FIZZ3|RETN1|RSTN|XCP1	19	Cytokines
RETNLB	84666	resistin like beta	FIZZ1|FIZZ2|HXCP2|RELM-beta|RELMb|RELMbeta|XCP2	3	Cytokines
RLN1	6013	relaxin 1	H1|H1RLX|RLXH1|bA12D24.3.1|bA12D24.3.2	9	Cytokines
RLN2	6019	relaxin 2	H2|H2-RLX|RLXH2|bA12D24.1.1|bA12D24.1.2	9	Cytokines
RLN3	117579	relaxin 3	H3|RXN3|ZINS4|insl7	19	Cytokines
RNASE2	6036	ribonuclease A family member 2	EDN|RAF3|RNS2	14	Cytokines
S100A6	6277	S100 calcium binding protein A6	2A9|5B10|CABP|CACY|PRA|S10A6	1	Cytokines
SAA1	6288	serum amyloid A1	PIG4|SAA|SAA2|TP53I4	11	Cytokines
SAA2	6289	serum amyloid A2	SAA|SAA1	11	Cytokines
SBDS	51119	SBDS ribosome maturation factor	CGI-97|SDS|SWDS	7	Cytokines
SCG2	7857	secretogranin II	CHGC|EM66|SN|SgII	2	Cytokines
SCGB3A1	92304	secretoglobin family 3A member 1	HIN-1|HIN1|LU105|PnSP-2|UGRP2	5	Cytokines
SCT	6343	secretin	-	11	Cytokines
AIMP1	9255	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	EMAP2|EMAPII|HLD3|SCYE1|p43	4	Cytokines
SECTM1	6398	secreted and transmembrane 1	K12|SECTM	17	Cytokines
SEMA3A	10371	semaphorin 3A	COLL1|HH16|Hsema-I|Hsema-III|SEMA1|SEMAD|SEMAIII|SEMAL|SemD|coll-1	7	Cytokines
SEMA3B	7869	semaphorin 3B	LUCA-1|SEMA5|SEMAA|SemA|semaV	3	Cytokines
SEMA3C	10512	semaphorin 3C	SEMAE|SemE	7	Cytokines
SEMA3D	223117	semaphorin 3D	Sema-Z2|coll-2	7	Cytokines
SEMA3E	9723	semaphorin 3E	M-SEMAH|M-SemaK|SEMAH|coll-5	7	Cytokines
SEMA3F	6405	semaphorin 3F	SEMA-IV|SEMA4|SEMAK	3	Cytokines
SEMA3G	56920	semaphorin 3G	sem2	3	Cytokines
SEMA4A	64218	semaphorin 4A	CORD10|RP35|SEMAB|SEMB	1	Cytokines
SEMA4B	10509	semaphorin 4B	SEMAC|SemC	15	Cytokines
SEMA4C	54910	semaphorin 4C	M-SEMA-F|SEMACL1|SEMAF|SEMAI	2	Cytokines
SEMA4D	10507	semaphorin 4D	A8|BB18|C9orf164|CD100|COLL4|GR3|M-sema-G|SEMAJ|coll-4	9	Cytokines
SEMA4F	10505	ssemaphorin 4F	M-SEMA|PRO2353|S4F|SEMAM|SEMAW|m-Sema-M	2	Cytokines
SEMA4G	57715	semaphorin 4G	-	10	Cytokines
SEMA5A	9037	semaphorin 5A	SEMAF|semF	5	Cytokines
SEMA5B	54437	semaphorin 5B	SEMAG|SemG	3	Cytokines
SEMA6A	57556	semaphorin 6A	HT018|SEMA|SEMA6A1|SEMAQ|VIA	5	Cytokines
SEMA6B	10501	semaphorin 6B	EPM11|SEM-SEMA-Y|SEMA-VIB|SEMAN|semaZ	19	Cytokines
SEMA6C	10500	semaphorin 6C	SEMAY|m-SemaY|m-SemaY2	1	Cytokines
SEMA6D	80031	semaphorin 6D	-	15	Cytokines
SEMA7A	8482	semaphorin 7A (John Milton Hagen blood group)	CD108|CDw108|H-SEMA-K1|H-Sema-L|JMH|SEMAK1|SEMAL	15	Cytokines
SLIT1	6585	slit guidance ligand 1	MEGF4|SLIL1|SLIT-1|SLIT3	10	Cytokines
SLIT2	9353	slit guidance ligand 2	SLIL3|Slit-2	4	Cytokines
SLURP1	57152	secreted LY6/PLAUR domain containing 1	ANUP|ARS|ArsB|LY6-MT|LY6LS|MDM	8	Cytokines
SPP1	6696	secreted phosphoprotein 1	BNSP|BSPI|ETA-1|OPN	4	Cytokines
SST	6750	somatostatin	SMST	3	Cytokines
STC1	6781	stanniocalcin 1	STC	8	Cytokines
STC2	8614	stanniocalcin 2	STC-2|STCRP	5	Cytokines
TAC1	6863	tachykinin precursor 1	Hs.2563|NK2|NKNA|NPK|TAC2	7	Cytokines
TDGF1	6997	teratocarcinoma-derived growth factor 1	CR|CR-1|CRGF|CRIPTO	3	Cytokines
TDGF1P3	6998	teratocarcinoma-derived growth factor 1 pseudogene 3	CR-3|CRIPTO|CRIPTO-3|CRIPTO3|TDGF1|TDGF2|TDGF3	X	Cytokines
TG	7038	thyroglobulin	AITD3|TGN	8	Cytokines
TGFA	7039	transforming growth factor alpha	TFGA	2	Cytokines
TGFB1	7040	transforming growth factor beta 1	CED|DPD1|IBDIMDE|LAP|TGF-beta1|TGFB|TGFbeta	19	Cytokines
TGFB2	7042	transforming growth factor beta 2	G-TSF|LDS4|TGF-beta2	1	Cytokines
TGFB3	7043	transforming growth factor beta 3	ARVD|ARVD1|LDS5|RNHF|TGF-beta3	14	Cytokines
THPO	7066	thrombopoietin	MGDF|MKCSF|ML|MPLLG|THCYT1|TPO	3	Cytokines
TNC	3371	tenascin C	150-225|DFNA56|GMEM|GP|HXB|JI|TN|TN-C	9	Cytokines
TNF	7124	tumor necrosis factor	DIF|TNF-alpha|TNFA|TNFSF2|TNLG1F	6	Cytokines
TNFRSF11B	4982	TNF receptor superfamily member 11b	OCIF|OPG|PDB5|TR1	8	Cytokines
TNFSF10	8743	TNF superfamily member 10	APO2L|Apo-2L|CD253|TL2|TNLG6A|TRAIL	3	Cytokines
TNFSF11	8600	TNF superfamily member 11	CD254|ODF|OPGL|OPTB2|RANKL|TNLG6B|TRANCE|hRANKL2|sOdf	13	Cytokines
TNFSF12	8742	TNF superfamily member 12	APO3L|DR3LG|TNLG4A|TWEAK	17	Cytokines
TNFSF13	8741	TNF superfamily member 13	APRIL|CD256|TALL-2|TALL2|TNLG7B|TRDL-1|UNQ383/PRO715|ZTNF2	17	Cytokines
TNFSF13B	10673	TNF superfamily member 13b	BAFF|BLYS|CD257|DTL|TALL-1|TALL1|THANK|TNFSF20|TNLG7A|ZTNF4	13	Cytokines
TNFSF14	8740	TNF superfamily member 14	CD258|HVEML|LIGHT|LTg	19	Cytokines
TNFSF15	9966	TNF superfamily member 15	TL1|TL1A|TNLG1B|VEGI|VEGI192A	9	Cytokines
TNFSF18	8995	TNF superfamily member 18	AITRL|GITRL|TL6|TNLG2A|hGITRL	1	Cytokines
TNFSF4	7292	TNF superfamily member 4	CD134L|CD252|GP34|OX-40L|OX4OL|TNLG2B|TXGP1	1	Cytokines
TNFSF8	944	TNF superfamily member 8	CD153|CD30L|CD30LG|TNLG3A	9	Cytokines
TNFSF9	8744	TNF superfamily member 9	4-1BB-L|CD137L|TNLG5A	19	Cytokines
TOR2A	27433	torsin family 2 member A	TORP1	9	Cytokines
TRH	7200	thyrotropin releasing hormone	Pro-TRH|TRF	3	Cytokines
TSHB	7252	thyroid stimulating hormone subunit beta	TSH-B|TSH-BETA	1	Cytokines
TSLP	85480	thymic stromal lymphopoietin	-	5	Cytokines
TXLNA	200081	taxilin alpha	IL14|TXLN	1	Cytokines
TYMP	1890	thymidine phosphorylase	ECGF|ECGF1|MEDPS1|MNGIE|MTDPS1|PDECGF|TP|hPD-ECGF	22	Cytokines
UCN	7349	urocortin	UI|UROC	2	Cytokines
UCN2	90226	urocortin 2	SRP|UCN-II|UCNI|UR|URP	3	Cytokines
UCN3	114131	urocortin 3	SCP|SPC|UCNIII	10	Cytokines
UTS2	10911	urotensin 2	PRO1068|U-II|UCN2|UII	1	Cytokines
UTS2B	257313	urotensin 2B	U2B|URP|UTS2D	3	Cytokines
VEGFA	7422	vascular endothelial growth factor A	MVCD1|VEGF|VPF	6	Cytokines
VEGFB	7423	vascular endothelial growth factor B	VEGFL|VRF	11	Cytokines
VEGFC	7424	vascular endothelial growth factor C	Flt4-L|LMPH1D|LMPHM4|VRP	4	Cytokines
VGF	7425	VGF nerve growth factor inducible	SCG7|SgVII	7	Cytokines
VIP	7432	vasoactive intestinal peptide	PHM27	6	Cytokines
XCL1	6375	X-C motif chemokine ligand 1	ATAC|LPTN|LTN|SCM-1|SCM-1a|SCM1|SCM1A|SCYC1	1	Cytokines
XCL2	6846	X-C motif chemokine ligand 2	SCM-1b|SCM1B|SCYC2	1	Cytokines
ACVR1B	91	activin A receptor type 1B	ACTRIB|ACVRLK4|ALK4|SKR2	12	Cytokine_Receptors
ACVR1C	130399	activin A receptor type 1C	ACVRLK7|ALK7	2	Cytokine_Receptors
ACVR2A	92	activin A receptor type 2A	ACTRII|ACVR2	2	Cytokine_Receptors
ACVR2B	93	activin A receptor type 2B	ACTRIIB|ActR-IIB|HTX4	3	Cytokine_Receptors
ACVRL1	94	activin A receptor like type 1	ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I	12	Cytokine_Receptors
ADCYAP1R1	117	ADCYAP receptor type I	PAC1|PAC1R|PACAPR|PACAPRI	7	Cytokine_Receptors
ADIPOR1	51094	adiponectin receptor 1	ACDCR1|CGI-45|CGI45|PAQR1|TESBP1A	1	Cytokine_Receptors
ADIPOR2	79602	adiponectin receptor 2	ACDCR2|PAQR2	12	Cytokine_Receptors
ADRB1	153	adrenoceptor beta 1	ADRB1R|B1AR|BETA1AR|FNSS2|RHR	10	Cytokine_Receptors
ADRB2	154	adrenoceptor beta 2	ADRB2R|ADRBR|B2AR|BAR|BETA2AR	5	Cytokine_Receptors
AGTR1	185	angiotensin II receptor type 1	AG2S|AGTR1B|AT1|AT1AR|AT1B|AT1BR|AT1R|AT2R1|HAT1R	3	Cytokine_Receptors
AGTR2	186	angiotensin II receptor type 2	AT2|ATGR2|MRX88	X	Cytokine_Receptors
AMHR2	269	anti-Mullerian hormone receptor type 2	AMHR|MISR2|MISRII|MRII	12	Cytokine_Receptors
ANGPT1	284	angiopoietin 1	AGP1|AGPT|ANG1	8	Cytokine_Receptors
ANGPT4	51378	angiopoietin 4	ANG3|ANG4	20	Cytokine_Receptors
ANGPTL1	9068	angiopoietin like 1	ANG3|ANGPT3|ARP1|AngY|UNQ162|dJ595C2.2	1	Cytokine_Receptors
ANGPTL2	23452	angiopoietin like 2	ARP2|HARP	9	Cytokine_Receptors
ANGPTL3	27329	angiopoietin like 3	ANG-5|ANGPT5|ANL3|FHBL2	1	Cytokine_Receptors
ANGPTL4	51129	angiopoietin like 4	ARP4|FIAF|HARP|HFARP|NL2|PGAR|TGQTL|UNQ171|pp1158	19	Cytokine_Receptors
ANGPTL6	83854	angiopoietin like 6	AGF|ARP5	19	Cytokine_Receptors
APLNR	187	apelin receptor	AGTRL1|APJ|APJR|HG11	11	Cytokine_Receptors
AR	367	androgen receptor	AIS|AR8|DHTR|HUMARA|HYSP1|KD|NR3C4|SBMA|SMAX1|TFM	X	Cytokine_Receptors
AVPR1A	552	arginine vasopressin receptor 1A	AVPR V1a|AVPR1|V1aR	12	Cytokine_Receptors
AVPR1B	553	arginine vasopressin receptor 1B	AVPR3|V1bR	1	Cytokine_Receptors
AVPR2	554	arginine vasopressin receptor 2	ADHR|DI1|DIR|DIR3|NDI|V2R	X	Cytokine_Receptors
BMPR1A	657	bone morphogenetic protein receptor type 1A	10q23del|ACVRLK3|ALK3|CD292|SKR5	10	Cytokine_Receptors
BMPR1B	658	bone morphogenetic protein receptor type 1B	ALK-6|ALK6|AMDD|BDA1D|BDA2|CDw293	4	Cytokine_Receptors
BMPR2	659	bone morphogenetic protein receptor type 2	BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK	2	Cytokine_Receptors
BRD8	10902	bromodomain containing 8	SMAP|SMAP2|p120	5	Cytokine_Receptors
C3AR1	719	complement C3a receptor 1	AZ3B|C3AR|HNFAG09	12	Cytokine_Receptors
C5AR1	728	complement C5a receptor 1	C5A|C5AR|C5R1|CD88	19	Cytokine_Receptors
CALCR	799	calcitonin receptor	CRT|CT-R|CTR|CTR1	7	Cytokine_Receptors
CALCRL	10203	calcitonin receptor like receptor	CGRPR|CRLR|LMPHM8	2	Cytokine_Receptors
ACKR2	1238	atypical chemokine receptor 2	CCBP2|CCR10|CCR9|CMKBR9|D6|hD6	3	Cytokine_Receptors
CCR1	1230	C-C motif chemokine receptor 1	CD191|CKR-1|CKR1|CMKBR1|HM145|MIP1aR|SCYAR1	3	Cytokine_Receptors
CCR10	2826	C-C motif chemokine receptor 10	GPR2	17	Cytokine_Receptors
CCR3	1232	C-C motif chemokine receptor 3	C C CKR3|CC-CKR-3|CD193|CKR 3|CKR3|CMKBR3	3	Cytokine_Receptors
CCR4	1233	C-C motif chemokine receptor 4	CC-CKR-4|CD194|CKR4|CMKBR4|ChemR13|HGCN:14099|K5-5	3	Cytokine_Receptors
CCR5	1234	C-C motif chemokine receptor 5	CC-CKR-5|CCCKR5|CCR-5|CD195|CKR-5|CKR5|CMKBR5|IDDM22	3	Cytokine_Receptors
CCR6	1235	C-C motif chemokine receptor 6	BN-1|C-C CKR-6|CC-CKR-6|CCR-6|CD196|CKR-L3|CKRL3|CMKBR6|DCR2|DRY6|GPR29|GPRCY4|STRL22	6	Cytokine_Receptors
CCR7	1236	C-C motif chemokine receptor 7	BLR2|CC-CKR-7|CCR-7|CD197|CDw197|CMKBR7|EBI1	17	Cytokine_Receptors
CCR8	1237	C-C motif chemokine receptor 8	CC-CKR-8|CCR-8|CDw198|CKRL1|CMKBR8|CMKBRL2|CY6|GPRCY6|TER1	3	Cytokine_Receptors
CCR9	10803	C-C motif chemokine receptor 9	CC-CKR-9|CDw199|GPR-9-6|GPR28	3	Cytokine_Receptors
ACKR4	51554	atypical chemokine receptor 4	CC-CKR-11|CCBP2|CCR-11|CCR10|CCR11|CCRL1|CCX CKR|CCX-CKR|CKR-11|PPR1|VSHK1	3	Cytokine_Receptors
CCRL2	9034	C-C motif chemokine receptor like 2	ACKR5|CKRX|CRAM|CRAM-A|CRAM-B|HCR	3	Cytokine_Receptors
CD40	958	CD40 molecule	Bp50|CDW40|TNFRSF5|p50	20	Cytokine_Receptors
CMKLR1	1240	chemerin chemokine-like receptor 1	CHEMERINR|ChemR23|DEZ|RVER1	12	Cytokine_Receptors
CNTFR	1271	ciliary neurotrophic factor receptor	-	9	Cytokine_Receptors
CRHR1	1394	corticotropin releasing hormone receptor 1	CRF-R|CRF-R-1|CRF-R1|CRF1|CRFR-1|CRFR1|CRH-R-1|CRH-R1|CRHR|CRHR1L	17	Cytokine_Receptors
CRHR2	1395	corticotropin releasing hormone receptor 2	CRF-RB|CRF2|CRFR2|HM-CRF	7	Cytokine_Receptors
CRIM1	51232	cysteine rich transmembrane BMP regulator 1	CRIM-1|S52	2	Cytokine_Receptors
CRLF1	9244	cytokine receptor like factor 1	CISS|CISS1|CLF|CLF-1|NR6|zcytor5	19	Cytokine_Receptors
CRLF2	64109	cytokine receptor like factor 2	CRL2|CRLF2Y|TSLPR	X|Y	Cytokine_Receptors
CRLF3	51379	cytokine receptor like factor 3	CREME-9|CREME9|CRLM9|CYTOR4|FRWS|p48.2	17	Cytokine_Receptors
CSF1R	1436	colony stimulating factor 1 receptor	BANDDOS|C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	5	Cytokine_Receptors
CSF2RA	1438	colony stimulating factor 2 receptor subunit alpha	CD116|CDw116|CSF2R|CSF2RAX|CSF2RAY|CSF2RX|CSF2RY|GM-CSF-R-alpha|GMCSFR|GMCSFR-alpha|GMR|GMR-alpha|SMDP4|alphaGMR	X|Y	Cytokine_Receptors
CSF2RB	1439	colony stimulating factor 2 receptor subunit beta	CD131|CDw131|IL3RB|IL5RB|SMDP5|betaGMR	22	Cytokine_Receptors
CSF3R	1441	colony stimulating factor 3 receptor	CD114|GCSFR|SCN7	1	Cytokine_Receptors
CX3CR1	1524	C-X3-C motif chemokine receptor 1	CCRL1|CMKBRL1|CMKDR1|GPR13|GPRV28|V28	3	Cytokine_Receptors
CXCR3	2833	C-X-C motif chemokine receptor 3	CD182|CD183|CKR-L2|CMKAR3|GPR9|IP10-R|Mig-R|MigR	X	Cytokine_Receptors
CXCR4	7852	C-X-C motif chemokine receptor 4	CD184|D2S201E|FB22|HM89|HSY3RR|LAP-3|LAP3|LCR1|LESTR|NPY3R|NPYR|NPYRL|NPYY3R|WHIM|WHIMS	2	Cytokine_Receptors
CXCR5	643	C-X-C motif chemokine receptor 5	BLR1|CD185|MDR15	11	Cytokine_Receptors
CXCR6	10663	C-X-C motif chemokine receptor 6	BONZO|CD186|STRL33|TYMSTR	3	Cytokine_Receptors
ACKR3	57007	atypical chemokine receptor 3	CMKOR1|CXC-R7|CXCR-7|CXCR7|GPR159|RDC-1|RDC1	2	Cytokine_Receptors
CYSLTR1	10800	cysteinyl leukotriene receptor 1	CYSLT1|CYSLT1R|CYSLTR|HMTMF81	X	Cytokine_Receptors
CYSLTR2	57105	cysteinyl leukotriene receptor 2	CYSLT2|CYSLT2R|GPCR21|HG57|HPN321|KPG_011|PSEC0146|hGPCR21	13	Cytokine_Receptors
ACKR1	2532	atypical chemokine receptor 1 (Duffy blood group)	CCBP1|CD234|DARC|DARC/ACKR1|Dfy|FY|GPD|GpFy|WBCQ1	1	Cytokine_Receptors
EDNRA	1909	endothelin receptor type A	ET-A|ETA|ETA-R|ETAR|ETRA|MFDA|hET-AR	4	Cytokine_Receptors
EDNRB	1910	endothelin receptor type B	ABCDS|ET-B|ET-BR|ETB|ETB1|ETBR|ETRB|HSCR|HSCR2|WS4A	13	Cytokine_Receptors
EGFR	1956	epidermal growth factor receptor	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	7	Cytokine_Receptors
ENG	2022	endoglin	END|HHT1|ORW1	9	Cytokine_Receptors
EPOR	2057	erythropoietin receptor	EPO-R	19	Cytokine_Receptors
ESR1	2099	estrogen receptor 1	ER|ESR|ESRA|ESTRR|Era|NR3A1	6	Cytokine_Receptors
ESR2	2100	estrogen receptor 2	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2|ODG8	14	Cytokine_Receptors
ESRRA	2101	estrogen related receptor alpha	ERR1|ERRa|ERRalpha|ESRL1|NR3B1	11	Cytokine_Receptors
ESRRB	2103	estrogen related receptor beta	DFNB35|ERR beta-2|ERR2|ERRb|ERRbeta2|ESRL2|NR3B2	14	Cytokine_Receptors
ESRRG	2104	estrogen related receptor gamma	ERR-gamma|ERR3|ERRg|ERRgamma|NR3B3	1	Cytokine_Receptors
FGFR1	2260	fibroblast growth factor receptor 1	BFGFR|CD331|CEK|ECCL|FGFBR|FGFR-1|FLG|FLT-2|FLT2|HBGFR|HH2|HRTFDS|KAL2|N-SAM|OGD|bFGF-R-1	8	Cytokine_Receptors
FGFR2	2263	fibroblast growth factor receptor 2	BBDS|BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25	10	Cytokine_Receptors
FGFR3	2261	fibroblast growth factor receptor 3	ACH|CD333|CEK2|HSFGFR3EX|JTK4	4	Cytokine_Receptors
FGFR4	2264	fibroblast growth factor receptor 4	CD334|JTK2|TKF	5	Cytokine_Receptors
FGFRL1	53834	fibroblast growth factor receptor like 1	FGFR-5|FGFR5|FHFR	4	Cytokine_Receptors
FLT1	2321	fms related receptor tyrosine kinase 1	FLT|FLT-1|VEGFR-1|VEGFR1	13	Cytokine_Receptors
FLT3	2322	fms related receptor tyrosine kinase 3	CD135|FLK-2|FLK2|STK1	13	Cytokine_Receptors
FLT4	2324	fms related receptor tyrosine kinase 4	CHTD7|FLT-4|FLT41|LMPH1A|LMPHM1|PCL|VEGFR-3|VEGFR3	5	Cytokine_Receptors
FPR1	2357	formyl peptide receptor 1	FMLP|FPR	19	Cytokine_Receptors
FPR2	2358	formyl peptide receptor 2	ALXR|FMLP-R-II|FMLPX|FPR2A|FPRH1|FPRH2|FPRL1|HM63|LXA4R	19	Cytokine_Receptors
FPR2	2358	formyl peptide receptor 2	ALXR|FMLP-R-II|FMLPX|FPR2A|FPRH1|FPRH2|FPRL1|HM63|LXA4R	19	Cytokine_Receptors
FSHR	2492	follicle stimulating hormone receptor	FSHR1|FSHRO|LGR1|ODG1	2	Cytokine_Receptors
GALR2	8811	galanin receptor 2	GAL2-R|GALNR2|GALR-2	17	Cytokine_Receptors
GALR3	8484	galanin receptor 3	-	22	Cytokine_Receptors
GCGR	2642	glucagon receptor	GGR|GL-R	17	Cytokine_Receptors
GHR	2690	growth hormone receptor	GHBP|GHIP	5	Cytokine_Receptors
GHRHR	2692	growth hormone releasing hormone receptor	GHRFR|GRFR|IGHD1B|IGHD4	7	Cytokine_Receptors
GHSR	2693	growth hormone secretagogue receptor	GHDP	3	Cytokine_Receptors
GIPR	2696	gastric inhibitory polypeptide receptor	PGQTL2	19	Cytokine_Receptors
GLP1R	2740	glucagon like peptide 1 receptor	GLP-1|GLP-1-R|GLP-1R	6	Cytokine_Receptors
GLP2R	9340	glucagon like peptide 2 receptor	-	17	Cytokine_Receptors
GNRHR	2798	gonadotropin releasing hormone receptor	GNRHR1|GRHR|HH7|LHRHR|LRHR	4	Cytokine_Receptors
GPER1	2852	G protein-coupled estrogen receptor 1	CEPR|CMKRL2|DRY12|FEG-1|GPCR-Br|GPER|GPR30|LERGU|LERGU2|LyGPR|mER	7	Cytokine_Receptors
GPR17	2840	G protein-coupled receptor 17	-	2	Cytokine_Receptors
GPR32	2854	G protein-coupled receptor 32	RVDR1	19	Cytokine_Receptors
GPR33	2856	G protein-coupled receptor 33	-	14	Cytokine_Receptors
PTGDR2	11251	prostaglandin D2 receptor 2	CD294|CRTH2|DL1R|DP2|GPR44	11	Cytokine_Receptors
C5AR2	27202	complement component 5a receptor 2	C5L2|GPF77|GPR77	19	Cytokine_Receptors
HNF4A	3172	hepatocyte nuclear factor 4 alpha	FRTS4|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	20	Cytokine_Receptors
HNF4G	3174	hepatocyte nuclear factor 4 gamma	NR2A2|NR2A3	8	Cytokine_Receptors
HTR3A	3359	5-hydroxytryptamine receptor 3A	5-HT-3|5-HT3A|5-HT3R|5HT3R|HTR3	11	Cytokine_Receptors
HTR3B	9177	5-hydroxytryptamine receptor 3B	5-HT3B	11	Cytokine_Receptors
HTR3C	170572	5-hydroxytryptamine receptor 3C	-	3	Cytokine_Receptors
HTR3D	200909	5-hydroxytryptamine receptor 3D	5HT3D	3	Cytokine_Receptors
HTR3E	285242	5-hydroxytryptamine receptor 3E	5-HT3-E|5-HT3E|5-HT3c1	3	Cytokine_Receptors
IFNAR1	3454	interferon alpha and beta receptor subunit 1	AVP|IFN-alpha-REC|IFNAR|IFNBR|IFRC	21	Cytokine_Receptors
IFNAR2	3455	interferon alpha and beta receptor subunit 2	IFN-R|IFN-alpha-REC|IFNABR|IFNARB|IMD45	21	Cytokine_Receptors
IFNGR1	3459	interferon gamma receptor 1	CD119|IFNGR|IMD27A|IMD27B	6	Cytokine_Receptors
IFNGR2	3460	interferon gamma receptor 2	AF-1|IFGR2|IFNGT1|IMD28	21	Cytokine_Receptors
IGF1R	3480	insulin like growth factor 1 receptor	CD221|IGFIR|IGFR|JTK13	15	Cytokine_Receptors
IGF2R	3482	insulin like growth factor 2 receptor	CD222|CI-M6PR|CIMPR|M6P-R|M6P/IGF2R|MPR 300|MPR1|MPR300|MPRI	6	Cytokine_Receptors
IL10RA	3587	interleukin 10 receptor subunit alpha	CD210|CD210a|CDW210A|HIL-10R|IL-10R1|IL10R	11	Cytokine_Receptors
IL10RB	3588	interleukin 10 receptor subunit beta	CDW210B|CRF2-4|CRFB4|D21S58|D21S66|IL-10R2	21	Cytokine_Receptors
IL11RA	3590	interleukin 11 receptor subunit alpha	CRSDA	9	Cytokine_Receptors
IL12RB1	3594	interleukin 12 receptor subunit beta 1	CD212|IL-12R-BETA1|IL12RB|IMD30	19	Cytokine_Receptors
IL12RB2	3595	interleukin 12 receptor subunit beta 2	-	1	Cytokine_Receptors
IL13RA1	3597	interleukin 13 receptor subunit alpha 1	CD213A1|CT19|IL-13Ra|NR4	X	Cytokine_Receptors
IL13RA2	3598	interleukin 13 receptor subunit alpha 2	CD213A2|CT19|IL-13R|IL13BP	X	Cytokine_Receptors
IL15RA	3601	interleukin 15 receptor subunit alpha	CD215	10	Cytokine_Receptors
IL2RB	3560	interleukin 2 receptor subunit beta	CD122|IL15RB|IMD63|P70-75	22	Cytokine_Receptors
IL17RA	23765	interleukin 17 receptor A	CANDF5|CD217|CDw217|IL-17RA|IL17R|IMD51|hIL-17R	22	Cytokine_Receptors
IL17RB	55540	interleukin 17 receptor B	CRL4|EVI27|IL17BR|IL17RH1	3	Cytokine_Receptors
IL17RC	84818	interleukin 17 receptor C	CANDF9|IL17-RL|IL17RL	3	Cytokine_Receptors
IL17RD	54756	interleukin 17 receptor D	HH18|IL-17RD|IL17RLM|SEF	3	Cytokine_Receptors
IL17RE	132014	interleukin 17 receptor E	-	3	Cytokine_Receptors
IL18R1	8809	interleukin 18 receptor 1	CD218a|CDw218a|IL-18R-alpha|IL-18Ralpha|IL-1Rrp|IL18RA|IL18Ralpha2|IL1RRP	2	Cytokine_Receptors
IL18RAP	8807	interleukin 18 receptor accessory protein	ACPL|CD218b|CDw218b|IL-18R-beta|IL-18RAcP|IL-18Rbeta|IL-1R-7|IL-1R7|IL-1RAcPL|IL18RB	2	Cytokine_Receptors
IL1R1	3554	interleukin 1 receptor type 1	CD121A|D2S1473|IL-1R-alpha|IL1R|IL1RA|P80	2	Cytokine_Receptors
IL1R2	7850	interleukin 1 receptor type 2	CD121b|CDw121b|IL-1R-2|IL-1RT-2|IL-1RT2|IL1R2c|IL1RB	2	Cytokine_Receptors
IL1RAP	3556	interleukin 1 receptor accessory protein	C3orf13|IL-1RAcP|IL1R3	3	Cytokine_Receptors
IL1RL1	9173	interleukin 1 receptor like 1	DER4|FIT-1|IL33R|ST2|ST2L|ST2V|T1	2	Cytokine_Receptors
IL1RL2	8808	interleukin 1 receptor like 2	IL-1Rrp2|IL-36R|IL1R-rp2|IL1RRP2	2	Cytokine_Receptors
IL20RA	53832	interleukin 20 receptor subunit alpha	CRF2-8|IL-20R-alpha|IL-20R1|IL-20RA	6	Cytokine_Receptors
IL20RB	53833	interleukin 20 receptor subunit beta	DIRS1|FNDC6|IL-20R2	3	Cytokine_Receptors
IL21R	50615	interleukin 21 receptor	CD360|IMD56|NILR	16	Cytokine_Receptors
IL22RA1	58985	interleukin 22 receptor subunit alpha 1	CRF2-9|IL22R|IL22R1	1	Cytokine_Receptors
IL22RA2	116379	interleukin 22 receptor subunit alpha 2	CRF2-10|CRF2-S1|CRF2X|IL-22BP|IL-22R-alpha-2|IL-22RA2|ZCYTOR16	6	Cytokine_Receptors
IL23R	149233	interleukin 23 receptor	-	1	Cytokine_Receptors
IL27RA	9466	interleukin 27 receptor subunit alpha	CRL1|IL-27RA|IL27R|TCCR|WSX1|zcytor1	19	Cytokine_Receptors
IFNLR1	163702	interferon lambda receptor 1	CRF2/12|IFNLR|IL-28R1|IL28RA|LICR2	1	Cytokine_Receptors
IL2RA	3559	interleukin 2 receptor subunit alpha	CD25|IDDM10|IL2R|IMD41|TCGFR|p55	10	Cytokine_Receptors
IL2RB	3560	interleukin 2 receptor subunit beta	CD122|IL15RB|IMD63|P70-75	22	Cytokine_Receptors
IL2RG	3561	interleukin 2 receptor subunit gamma	CD132|CIDX|IL-2RG|IMD4|P64|SCIDX|SCIDX1	X	Cytokine_Receptors
IL31RA	133396	interleukin 31 receptor A	CRL|CRL3|GLM-R|GLMR|GPL|IL-31RA|PLCA2|PRO21384|hGLM-R	5	Cytokine_Receptors
